"year","qtr","date","response_id","identifier","interview_date","airport","country_of_residence","country_of_residence_group","au_state_of_origin","gender","first_nz_trip","purpose_of_visit_main","purpose_subtype","arrival_method","arrival_date","no_days_in_nz","no_days_in_nz_unknown","no_selection_itinerary","package_deal","pkg_included_airfare","country_package_started","trip_start_country","incl_stay_other_country","no_nights_other_country","single_or_others","no_people_over_15","no_people_under_15","currency","other_purchase","age_range","visited_ni","visited_si","travel_type","main_transport_type","sustainability_considered","treated_spend","population_weight","psu","vem_pop_weight"
2022,3,"2022-09-30","GEN24_1000624","Q3_2022_4_6","2022-07-17","Queenstown","Australia","Australia","New South Wales","Male","No","Holiday / vacation","Just for the holiday","Queenstown airport","2022-07-11",6,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,1,"NZD - New Zealand dollar",NA,"55 - 59",NA,"Visited the South Island","Independent Traveller",NA,"Most of the time",1996.083163,332.350065611735,"Queenstown to all airports",351.0778004422676
2022,3,"2022-09-30","GEN24_1000625","Q3_2022_4_7","2022-07-17","Queenstown","Australia","Australia","New South Wales","Male","No","Holiday / vacation","To go sightseeing","Queenstown airport","2022-07-08",9,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,0,"NZD - New Zealand dollar",NA,"40 - 44",NA,"Visited the South Island","Independent Traveller",NA,"Rarely",4378.96713,284.02735947169384,"Queenstown to all airports",324.4201893416676
2022,3,"2022-09-30","GEN24_1000626","Q3_2022_4_12","2022-07-17","Queenstown","Australia","Australia","New South Wales","Female","No","Holiday / vacation","Just for the holiday","Queenstown airport","2022-07-08",9,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,0,"NZD - New Zealand dollar",NA,"40 - 44",NA,"Visited the South Island","Independent Traveller",NA,"Most of the time",3190,268.67464119307823,"Queenstown to all airports",218.22192232203048
2022,3,"2022-09-30","GEN24_1000632","Q3_2022_4_13","2022-07-17","Queenstown","Australia","Australia","South Australia","Female","No","Holiday / vacation","Just for the holiday","Queenstown airport","2022-07-09",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller","Other boat or ship","Always",4117.120495,352.2133408365751,"Queenstown to all airports",194.27548196044106
2022,3,"2022-09-30","GEN24_1000633","Q3_2022_4_8","2022-07-17","Queenstown","Australia","Australia","South Australia","Male","No","Holiday / vacation","Just for the holiday","Queenstown airport","2022-07-09",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"55 - 59",NA,"Visited the South Island","Independent Traveller","Taxi / shuttle service","Most of the time",3905.414705,625.2899929876547,"Queenstown to all airports",351.0778004422676
2022,3,"2022-09-30","GEN24_1000637","Q3_2022_3_27","2022-07-17","Christchurch","Australia","Australia","Victoria","Male","No","Visiting friends / relatives","To care for a family member or friend","Christchurch airport","2022-07-15",2,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69",NA,"Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Never",167.13615,51.785682577798426,"Christchurch to Sydney, Melbourne",303.7801972240088
2022,3,"2022-09-30","GEN24_1000643","Q3_2022_3_29","2022-07-17","Christchurch","Australia","Australia","Victoria","Female","Yes","Holiday / vacation","To go sightseeing","Christchurch airport","2022-07-10",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"20 - 24",NA,"Visited the South Island","Independent Traveller",NA,NA,2618.46635,115.29257478135519,"Christchurch to Sydney, Melbourne",209.0170042264651
2022,3,"2022-09-30","GEN24_1000649","Q3_2022_3_30","2022-07-17","Christchurch","Australia","Australia","Victoria","Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-06-27",20,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"65 - 69",NA,"Visited the South Island","Independent Traveller","Rental car","Always",2557.183095,40.86468854383266,"Christchurch to Sydney, Melbourne",204.33838823690786
2022,3,"2022-09-30","GEN24_1000650","Q3_2022_3_31","2022-07-17","Christchurch","Australia","Australia","Victoria","Female","No","Holiday / vacation","To go sightseeing","Christchurch airport","2022-07-07",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",4,0,"NZD - New Zealand dollar",NA,"25 - 29",NA,"Visited the South Island","Independent Traveller",NA,"Most of the time",1863.568073,37.9664329280238,"Christchurch to Sydney, Melbourne",209.0170042264651
2022,3,"2022-09-30","GEN24_1000653","Q3_2022_3_28","2022-07-17","Christchurch","Australia","Australia","Victoria","Male","No","Holiday / vacation","For some other reason (please specify)","Christchurch airport","2022-07-08",9,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34",NA,"Visited the South Island","Independent Traveller","Rental car","Sometimes",2183.91236,88.11583205142264,"Christchurch to Sydney, Melbourne",310.7356738738267
2022,3,"2022-09-30","GEN24_1000655","Q3_2022_3_32","2022-07-17","Christchurch","Australia","Australia","Victoria","Female","No","Visiting friends / relatives","To visit friends","Christchurch airport","2022-07-13",4,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Never",1450,54.31075060565254,"Christchurch to Sydney, Melbourne",194.27548196044106
2022,3,"2022-09-30","GEN24_1000660","Q3_2022_3_44","2022-07-18","Christchurch","Australia","Australia","South Australia","Female","Yes","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-08",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,1,"NZD - New Zealand dollar",NA,"30 - 34",NA,"Visited the South Island","Independent Traveller",NA,"Most of the time",777.740218,38.295099877474904,"Christchurch to Sydney, Melbourne",209.0170042264651
2022,3,"2022-09-30","GEN24_1000662","Q3_2022_3_33","2022-07-18","Christchurch","Germany","Germany",NA,"Male","Yes","Business",NA,"Christchurch airport","2022-07-14",4,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49",NA,"Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",2661.37974,125.06381930507227,"Christchurch to Sydney, Melbourne",244.16015224115557
2022,3,"2022-09-30","GEN24_1000663","Q3_2022_3_34","2022-07-18","Christchurch","Australia","Australia","Victoria","Male","Yes","Visiting friends / relatives","To visit friends","Christchurch airport","2022-06-15",33,NA,NA,"Not sure",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24",NA,"Visited the South Island","Independent Traveller",NA,"Not sure",2228.48,179.76007448081083,"Christchurch to Sydney, Melbourne",310.7356738738267
2022,3,"2022-09-30","GEN24_1000664","Q3_2022_3_35","2022-07-18","Christchurch","Australia","Australia","Western Australia","Male","No","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-01",17,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,1,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller","Rental car","Sometimes",3287.01095,28.895870637612624,"Christchurch to Sydney, Melbourne",288.82015139176127
2022,3,"2022-09-30","GEN24_1000665","Q3_2022_3_36","2022-07-18","Christchurch","Australia","Australia","Victoria","Male","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-01",17,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69","Visited the North Island","Visited the South Island","Independent Traveller",NA,NA,8079.361491,80.37498212416281,"Christchurch to Sydney, Melbourne",303.7801972240088
2022,3,"2022-09-30","GEN24_1000669","Q3_2022_3_45","2022-07-18","Christchurch","Australia","Australia","Western Australia","Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-04",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,0,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller",NA,"Rarely",766.6666667,47.176512581227115,"Christchurch to Sydney, Melbourne",194.27548196044106
2022,3,"2022-09-30","GEN24_1000671","Q3_2022_3_46","2022-07-18","Christchurch","Australia","Australia","Western Australia","Female","Yes","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-03",15,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,1,"NZD - New Zealand dollar",NA,"45 - 49",NA,"Visited the South Island","Independent Traveller","Rental car","Most of the time",2971.428571,47.772166243868824,"Christchurch to Sydney, Melbourne",194.27548196044106
2022,3,"2022-09-30","GEN24_1000672","Q3_2022_3_47","2022-07-18","Christchurch","Australia","Australia",NA,"Female","Yes","Visiting friends / relatives","To visit family","Wellington airport","2022-07-07",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34",NA,NA,"Independent Traveller",NA,NA,2919.31142,122.819152749386,"Christchurch to Sydney, Melbourne",NA
2022,3,"2022-09-30","GEN24_1000674","Q3_2022_3_37","2022-07-18","Christchurch","Australia","Australia","South Australia","Male","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-08",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64",NA,"Visited the South Island","Independent Traveller",NA,"Most of the time",389.98435,30.310819870587057,"Christchurch to Sydney, Melbourne",351.0778004422676
2022,3,"2022-09-30","GEN24_1000676","Q3_2022_3_38","2022-07-18","Christchurch","Australia","Australia","Western Australia","Male","No","Visiting friends / relatives","To visit family","Auckland airport","2022-07-02",16,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"55 - 59",NA,"Visited the South Island","Independent Traveller",NA,"Most of the time",3660.281685,64.0068866845974,"Christchurch to Sydney, Melbourne",351.0778004422676
2022,3,"2022-09-30","GEN24_1000677","Q3_2022_3_48","2022-07-18","Christchurch","Australia","Australia","Western Australia","Female","No","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-01",17,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,1,"NZD - New Zealand dollar",NA,"65 - 69",NA,"Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Most of the time",1845.183096,14.116641781523501,"Christchurch to Sydney, Melbourne",204.33838823690786
2022,3,"2022-09-30","GEN24_1000678","Q3_2022_3_49","2022-07-18","Christchurch","England","UK",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2022-07-02",16,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"Under 20",NA,NA,"Independent Traveller",NA,NA,1975.811577,33.19166922958865,"Christchurch to Sydney, Melbourne",NA
2022,3,"2022-09-30","GEN24_1000691","Q3_2022_3_50","2022-07-18","Christchurch","Australia","Australia","New South Wales","Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-15",3,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69",NA,"Visited the South Island","Independent Traveller",NA,"Never",280,30.177296265872048,"Christchurch to other Australia",204.33838823690786
2022,3,"2022-09-30","GEN24_1000693","Q3_2022_3_39","2022-07-18","Christchurch","Australia","Australia","Queensland","Male","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-14",4,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"60 - 64",NA,"Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Never",83.568075,52.24003600571065,"Christchurch to other Australia",351.0778004422676
2022,3,"2022-09-30","GEN24_1000695","Q3_2022_3_40","2022-07-18","Christchurch","Australia","Australia",NA,"Male","No","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-11",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49",NA,NA,"Independent Traveller",NA,NA,3487.57433,82.07405390744805,"Christchurch to other Australia",NA
2022,3,"2022-09-30","GEN24_1000697","Q3_2022_3_51","2022-07-18","Christchurch","Australia","Australia","Queensland","Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-05",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller",NA,"Always",2729.89045,140.07890437343866,"Christchurch to other Australia",194.27548196044106
2022,3,"2022-09-30","GEN24_1000700","Q3_2022_3_41","2022-07-18","Christchurch","Australia","Australia","New South Wales","Male","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-05",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,2,"NZD - New Zealand dollar",NA,"45 - 49",NA,"Visited the South Island","Independent Traveller","Rental car","Sometimes",2782.259777,176.0825336170744,"Christchurch to other Australia",288.82015139176127
2022,3,"2022-09-30","GEN24_1000706","Q3_2022_3_52","2022-07-18","Christchurch","Australia","Australia","Queensland","Female","No","Other","For some other reason","Auckland airport","2022-07-04",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"65 - 69","Visited the North Island","Visited the South Island","Independent Traveller",NA,"Most of the time",3500,114.90674253453898,"Christchurch to other Australia",204.33838823690786
2022,3,"2022-09-30","GEN24_1000708","Q3_2022_3_53","2022-07-19","Christchurch","Singapore","Rest of Asia",NA,"Male","No","Holiday / vacation","To go sightseeing","Christchurch airport","2022-07-05",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64",NA,"Visited the South Island","Independent Traveller","Rental car","Sometimes",3179.514558,126.44174744487505,"Christchurch to Singapore, Dubai",464.6045866668406
2022,3,"2022-09-30","GEN24_1000711","Q3_2022_3_54","2022-07-19","Christchurch","Singapore","Rest of Asia",NA,"Male","No","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-09",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"25 - 29",NA,"Visited the South Island","Independent Traveller",NA,"Always",1650,65.55449250553418,"Christchurch to Singapore, Dubai",410.16411786278
